pl_name,hostname,discoverymethod,disc_year,disc_facility,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_lum,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag
Kepler-1289 b,Kepler-1289,Transit,2016,Kepler,0.95 m Kepler Telescope,7.99019627,0.0785,1.52,2.92,4.57,0,89.67,F,6080,1.17,1.1,0.16,1.90469,19h45m33.30s,296.388767,+41d02m25.83s,41.040509,1053.57,14.732
Kepler-129 b,Kepler-129,Transit,2014,Kepler,0.95 m Kepler Telescope,15.79,0.13,2.4,20,8.1,0.01,89.89,G4 V,5770,1.65,1.18,0.464,0.35927,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845,11.809
Kepler-129 c,Kepler-129,Transit,2014,Kepler,0.95 m Kepler Telescope,82.2,0.39,2.52,43,14.8,0.2,90,G4 V,5770,1.65,1.18,0.464,0.2704,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845,11.809
Kepler-129 d,Kepler-129,Radial Velocity,2021,W. M. Keck Observatory,10 m Keck I Telescope,2646,4,12.6,2637.97578,7.25,0.15,,G4 V,5770,1.65,1.18,0.454,0.3659,19h01m14.68s,285.3111845,+47d50m54.52s,47.8484775,408.845,11.809
Kepler-1290 b,Kepler-1290,Transit,2016,Kepler,0.95 m Kepler Telescope,4.69500134,0.0557,1.42,2.6,4.99,0,89,G,5660,0.93,0.95,0.069,1.36344,19h22m44.45s,290.6852287,+43d51m34.62s,43.8596155,1593.7,15.871
Kepler-1291 b,Kepler-1291,Transit,2016,Kepler,0.95 m Kepler Telescope,8.63043276,0.0779,1.66,3.39,4.07,0,88.03,G,5216,0.8,0.84,-0.467,1.45628,19h17m30.48s,289.3770051,+40d00m03.88s,40.0010791,897.352,16.261
Kepler-1292 b,Kepler-1292,Transit,2016,Kepler,0.95 m Kepler Telescope,3.27646405,0.0443,1.82,3.97,3.62,0,90,G,5556,0.93,0.95,-0.091,2.37615,18h59m37.37s,284.9057222,+43d56m56.92s,43.9491434,1493.43,16.337
Kepler-1293 b,Kepler-1293,Transit,2016,Kepler,0.95 m Kepler Telescope,5.57654784,0.0659,0.97,0.871,5.24,0,87.54,F,6241,1.28,1.18,0.604,0.34762,19h20m06.21s,290.0258783,+48d20m09.32s,48.3359227,1028.16,13.377
Kepler-1294 b,Kepler-1294,Transit,2016,Kepler,0.95 m Kepler Telescope,115.6862258,0.4684,3.19,10.3,1.74,0,89.93,G,5776,0.97,0.99,0.421,9.72741,19h25m04.34s,291.2681037,+44d29m17.38s,44.4881624,1855.7,15.361
Kepler-1295 b,Kepler-1295,Transit,2016,Kepler,0.95 m Kepler Telescope,3.81371974,0.0464,1.55,3.02,4.46,0,88.78,G,5486,0.89,0.92,-0.283,4.18978,19h25m35.48s,291.3978451,+45d35m18.79s,45.588553,1174.46,16.227
Kepler-1296 b,Kepler-1296,Transit,2016,Kepler,0.95 m Kepler Telescope,8.3839865,0.0896,0.91,0.693,5.05,0,81.36,G,5359,0.83,0.87,0.486,0.5853,19h28m30.02s,292.1251038,+41d24m28.05s,41.4077928,1551.54,14.934
Kepler-1297 b,Kepler-1297,Transit,2016,Kepler,0.95 m Kepler Telescope,1.68189002,0.0283,0.97,0.871,5.24,0,84.06,G,5818,0.99,0.99,0.302,0.54585,19h19m49.55s,289.9564415,+47d01m13.25s,47.0203466,1439.47,14.867
Kepler-1298 b,Kepler-1298,Transit,2016,Kepler,0.95 m Kepler Telescope,7.12811928,0.082,1.31,2.27,5.55,0,88.82,F,6339,2,1.45,0.84,0.11716,18h57m41.46s,284.4227535,+49d06m22.29s,49.1061907,544.163,11.388
Kepler-1299 b,Kepler-1299,Transit,2016,Kepler,0.95 m Kepler Telescope,19.9400874,0.1357,2.98,9.17,1.9,0,87.53,G,5609,0.91,0.94,-0.106,0.44826,19h04m36.03s,286.1501263,+37d24m40.84s,37.4113438,1404.94,15.962
Kepler-130 b,Kepler-130,Transit,2014,Kepler,0.95 m Kepler Telescope,8.457458,0.079,1.02,1.04,5.39,0.15,88.36,G,5884,1.13,0.93,0.198,0.93792,19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,316.663,11.572
Kepler-130 c,Kepler-130,Transit,2014,Kepler,0.95 m Kepler Telescope,27.50868,0.178,2.9,8.75,1.97,0,89.34,G,5879,1.17,1,0.155,0.87,19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,316.663,11.572
Kepler-130 d,Kepler-130,Transit,2014,Kepler,0.95 m Kepler Telescope,87.517905,0.377,1.64,3.33,4.15,0.8,89.16,G,5884,1.13,0.93,0.198,0.93792,19h13m48.14s,288.4505905,+40d14m42.72s,40.2452006,316.663,11.572
Kepler-1300 b,Kepler-1300,Transit,2016,Kepler,0.95 m Kepler Telescope,22.2419092,0.1655,1.37,2.45,5.24,0,85.08,F,6130,1.79,1.29,0.636,0.25044,19h16m07.93s,289.0330532,+40d05m12.91s,40.0869182,777.025,12.861
Kepler-1301 b,Kepler-1301,Transit,2016,Kepler,0.95 m Kepler Telescope,9.08237046,0.0815,1.4,2.54,5.09,0,89.56,K,5188,0.81,0.85,-0.346,8.94101,19h06m25.00s,286.6041816,+42d26m25.19s,42.4403309,854.28,15.656
Kepler-1302 b,Kepler-1302,Transit,2016,Kepler,0.95 m Kepler Telescope,8.83922659,0.0795,1.43,2.63,4.94,0,86.88,G,5236,0.82,0.86,-0.467,13.16198,19h23m57.42s,290.9892462,+50d18m29.03s,50.308064,634.58,15.172
Kepler-1303 b,Kepler-1303,Transit,2016,Kepler,0.95 m Kepler Telescope,7.56127224,0.0751,1.42,2.6,4.99,0,89.27,G,5771,1,1.01,-0.002,2.56621,18h57m08.92s,284.287147,+42d21m20.08s,42.3555784,897.783,14.854
Kepler-1304 b,Kepler-1304,Transit,2016,Kepler,0.95 m Kepler Telescope,16.1288853,0.1202,2.29,5.86,2.68,0,81.65,G,5259,0.81,0.85,0.639,0.02158,19h01m06.33s,285.2763652,+39d26m48.58s,39.4468274,2176.08,15.408
Kepler-1305 b,Kepler-1305,Transit,2016,Kepler,0.95 m Kepler Telescope,13.5630972,0.1109,1.88,4.19,3.47,0,87.13,G,5701,0.96,0.97,0.084,0.6637,19h49m21.47s,297.3394624,+46d20m49.98s,46.3472165,1575.23,15.834
Kepler-1306 b,Kepler-1306,Transit,2016,Kepler,0.95 m Kepler Telescope,16.29595382,0.123,1.91,4.31,3.4,0,89.79,G,5727,0.97,0.98,-0.063,14.86593,19h37m54.81s,294.4783627,+46d56m45.11s,46.9458638,1107.5,15.353
Kepler-1307 b,Kepler-1307,Transit,2016,Kepler,0.95 m Kepler Telescope,18.01621096,0.1369,2.47,6.66,2.43,0,89.96,G,5884,1.08,1.06,-0.205,2.49234,19h31m28.76s,292.8698348,+46d44m30.72s,46.7418679,1014.62,15.636
Kepler-1308 b,Kepler-1308,Transit,2016,Kepler,0.95 m Kepler Telescope,2.10433812,0.025,0.52,0.0933,3.65,0,83.39,M,3468,0.34,0.35,-1.503,6.07171,19h03m42.90s,285.9287514,+38d31m14.55s,38.5207097,112.705,16.4
Kepler-1309 b,Kepler-1309,Transit,2016,Kepler,0.95 m Kepler Telescope,28.8432647,0.1679,2.37,6.21,2.56,0,88.43,G,5235,0.8,0.85,-0.603,7.95737,19h54m56.43s,298.7351131,+40d45m50.85s,40.7641262,845,16.5119
Kepler-131 b,Kepler-131,Transit,2014,Kepler,0.95 m Kepler Telescope,16.092,0.127825,2.41,16.13,6,0,89.14,G,5685,1.03,1.02,0.022,1.44,19h14m07.41s,288.5308924,+40d56m32.54s,40.942373,228.678,11.493
Kepler-131 c,Kepler-131,Transit,2014,Kepler,0.95 m Kepler Telescope,25.5169,0.173819,0.84,8.25,77.7,0,89.53,G,5685,1.03,1.02,0.022,1.44,19h14m07.41s,288.5308924,+40d56m32.54s,40.942373,228.678,11.493
Kepler-1310 b,Kepler-1310,Transit,2016,Kepler,0.95 m Kepler Telescope,0.67933627,0.0148,1.44,2.67,4.91,0,87.19,G,5549,0.88,0.91,-0.192,3.18974,18h55m40.81s,283.9200236,+40d44m24.15s,40.7400419,569.185,14.346
Kepler-1311 b,Kepler-1311,Transit,2016,Kepler,0.95 m Kepler Telescope,11.1726994,0.0989,1.24,2.07,5.97,0,87.64,G,5748,1.4,1.05,0.472,0.26664,19h18m36.30s,289.6512597,+43d49m28.00s,43.8244445,866.331,13.528
Kepler-1311 c,Kepler-1311,Transit,2016,Kepler,0.95 m Kepler Telescope,2.53573424,0.0368,1.22,1.98,5.99,0,89.37,G,5748,1.4,1.05,0.472,0.26664,19h18m36.30s,289.6512597,+43d49m28.00s,43.8244445,866.331,13.528
Kepler-1311 d,Kepler-1311,Transit,2021,Kepler,0.95 m Kepler Telescope,197.5110016,0.6711,9.658,67.5,0.412,0,89.49,G,5616,1.67,1.03,0.472,0.36069,19h18m36.30s,289.6512597,+43d49m28.00s,43.8244445,866.331,13.528
Kepler-1312 b,Kepler-1312,Transit,2016,Kepler,0.95 m Kepler Telescope,5.44832529,0.0603,2.1,5.06,3,0,87.71,G,5719,0.92,0.99,-0.099,1.6438,19h31m53.11s,292.9712801,+41d02m08.70s,41.0357494,299.104,12.491
Kepler-1312 c,Kepler-1312,Transit,2021,Kepler,0.95 m Kepler Telescope,1.11611998,0.0209,1.027,1.07,5.42,0,82.64,G,5721,0.91,0.98,-0.099,1.96176,19h31m53.11s,292.9712801,+41d02m08.70s,41.0357494,299.104,12.491
Kepler-1313 b,Kepler-1313,Transit,2016,Kepler,0.95 m Kepler Telescope,3.83309118,0.046,1.76,3.75,3.78,0,83.58,G,5453,0.85,0.92,-0.325,2.56622,19h29m33.26s,292.388582,+42d13m59.80s,42.2332767,174.234,12.363
Kepler-1314 b,Kepler-1314,Transit,2016,Kepler,0.95 m Kepler Telescope,5.42474928,0.0504,5.11,22.9,0.943,0,89.98,K,4188,0.59,0.6,-1.891,18.53414,19h36m56.97s,294.2373599,+45d11m48.58s,45.1968274,141.9868506,17.816
Kepler-1315 b,Kepler-1315,Transit,2016,Kepler,0.95 m Kepler Telescope,0.84338011,0.0163,1.38,2.48,5.19,0,78.23,K,4861,0.75,0.8,-0.628,2.49769,19h43m17.18s,295.8215678,+46d03m11.00s,46.0530562,480.869,15.133
Kepler-1315 c,Kepler-1315,Transit,2021,Kepler,0.95 m Kepler Telescope,6.56606007,0.064,1.844,4.06,3.56,0,88.08,K,4818,0.86,0.81,-0.628,3.77376,19h43m17.18s,295.8215678,+46d03m11.00s,46.0530562,480.869,15.133
Kepler-1316 b,Kepler-1316,Transit,2016,Kepler,0.95 m Kepler Telescope,87.9732136,0.3859,3.54,12.3,1.52,0,89.98,G,5884,1.12,1.04,0.253,0.25291,19h55m20.60s,298.8358277,+40d17m35.06s,40.2930714,800.871,14.119
Kepler-1317 b,Kepler-1317,Transit,2016,Kepler,0.95 m Kepler Telescope,0.56887443,0.0128,1.56,3.05,4.41,0,89.23,K,5144,0.79,0.83,-0.414,2.92839,19h26m26.85s,291.6118842,+42d06m57.52s,42.1159787,728.303,15.083
Kepler-1318 b,Kepler-1318,Transit,2016,Kepler,0.95 m Kepler Telescope,213.257663,0.6085,3.11,9.85,1.8,0,89.99,K,4598,0.7,0.73,-0.73,4.29671,19h21m30.32s,290.3763246,+41d09m02.85s,41.1507928,475.248,15.531
Kepler-1319 b,Kepler-1319,Transit,2016,Kepler,0.95 m Kepler Telescope,2.88676265,0.0296,1.34,2.36,5.39,0.33,84.91,M,3655,0.54,0.56,-1.457,5.61277,19h23m49.55s,290.9564463,+49d22m00.46s,49.3667933,103.917,15.161
Kepler-132 b,Kepler-132,Transit,2014,Kepler,0.95 m Kepler Telescope,6.178196,0.067,1.21,1.92,5.96,0,85.28,F,6003,1.18,0.98,0.211,1.0301,18h52m56.59s,283.23581,+41d20m34.93s,41.343037,349.549,11.922
Kepler-132 c,Kepler-132,Transit,2014,Kepler,0.95 m Kepler Telescope,6.414914,0.068,1.28,2.18,5.71,0,83.44,F,6003,1.18,0.98,0.211,0.49635,18h52m56.59s,283.23581,+41d20m34.93s,41.343037,349.549,11.922
Kepler-132 d,Kepler-132,Transit,2014,Kepler,0.95 m Kepler Telescope,18.010199,0.136,1.55,3.02,4.46,0,85.52,F,6003,1.18,0.98,0.211,6.09377,18h52m56.59s,283.23581,+41d20m34.93s,41.343037,349.549,11.922
Kepler-132 e,Kepler-132,Transit,2016,Kepler,0.95 m Kepler Telescope,110.2869374,0.4393,1.18,1.76,5.89,0,89.73,F,6023,1.1,1.03,0.211,10.71472,18h52m56.59s,283.23581,+41d20m34.93s,41.343037,349.549,11.922
Kepler-1320 b,Kepler-1320,Transit,2016,Kepler,0.95 m Kepler Telescope,0.86838653,0.0163,1.7,3.53,3.95,0,88.78,K,4817,0.74,0.8,-0.729,4.76821,19h13m44.06s,288.4335977,+40d22m51.07s,40.3808519,647.424,15.936
Kepler-1321 b,Kepler-1321,Transit,2016,Kepler,0.95 m Kepler Telescope,11.12830484,0.0781,4.92,21.5,0.992,0,88.83,K,4094,0.53,0.54,-0.862,3.77092,19h38m06.86s,294.528597,+46d38m27.15s,46.6408737,769.146,17.5054
Kepler-1321 c,Kepler-1321,Transit,2016,Kepler,0.95 m Kepler Telescope,2.22649109,0.0267,2.4,6.35,2.52,0,89.73,K,4094,0.53,0.54,-0.862,4.17521,19h38m06.86s,294.528597,+46d38m27.15s,46.6408737,769.146,17.5054
Kepler-1321 d,Kepler-1321,Transit,2021,Kepler,0.95 m Kepler Telescope,5.72092009,0.0501,2.628,7.41,2.24,0,89.41,M,3640,0.5,0.51,-0.862,2.47495,19h38m06.86s,294.528597,+46d38m27.15s,46.6408737,769.146,17.5054
Kepler-1322 b,Kepler-1322,Transit,2016,Kepler,0.95 m Kepler Telescope,0.96286738,0.0183,1.61,3.22,4.24,0,76.66,G,5488,0.87,0.9,-0.101,1.74298,19h32m49.08s,293.2045009,+45d26m07.41s,45.4353919,1350.32,15.876
Kepler-1322 c,Kepler-1322,Transit,2021,Kepler,0.95 m Kepler Telescope,6.45998001,0.0652,2.155,5.29,2.9,0,86.82,G,5704,0.8,0.9,-0.101,1.50481,19h32m49.08s,293.2045009,+45d26m07.41s,45.4353919,1350.32,15.876
Kepler-1323 b,Kepler-1323,Transit,2016,Kepler,0.95 m Kepler Telescope,0.92990668,0.0191,1.52,2.92,4.57,0,88.59,F,6169,1.4,1.18,0.295,0.75775,19h31m29.34s,292.8722515,+46d05m55.42s,46.098729,465.417,12.444
Kepler-1324 b,Kepler-1324,Transit,2016,Kepler,0.95 m Kepler Telescope,4.11584468,0.0466,1.51,2.89,4.61,0,86.52,K,4776,0.73,0.78,-0.673,13.69084,19h24m44.39s,291.1849503,+40d18m40.33s,40.3112023,481.667,15.554
Kepler-1325 b,Kepler-1325,Transit,2016,Kepler,0.95 m Kepler Telescope,33.8786838,0.2004,2.86,8.55,2.01,0,87.23,G,5550,0.91,0.93,-0.136,0.11483,19h00m04.12s,285.0171505,+42d05m07.12s,42.085312,973.368,15.311
Kepler-1326 b,Kepler-1326,Transit,2016,Kepler,0.95 m Kepler Telescope,42.3514267,0.2743,4.18,16.3,1.23,0,88.84,F,6725,1.74,1.45,0.523,0.85604,19h44m53.33s,296.222199,+39d16m08.19s,39.268942,698.326,12.842
Kepler-1327 b,Kepler-1327,Transit,2016,Kepler,0.95 m Kepler Telescope,14.88801098,0.1186,1.8,3.89,3.67,0,86.85,G,5885,1.03,1.02,0.036,0.25852,19h16m15.55s,289.0648073,+50d27m39.31s,50.4609183,678.069,13.966
Kepler-1328 b,Kepler-1328,Transit,2016,Kepler,0.95 m Kepler Telescope,4.52158888,0.0529,0.98,0.904,5.28,0,88.82,G,5780,0.99,1,0.228,0.88677,18h58m42.09s,284.6753857,+44d25m03.80s,44.4177225,813.543,13.969
Kepler-1329 b,Kepler-1329,Transit,2016,Kepler,0.95 m Kepler Telescope,9.33646594,0.0747,2.17,5.35,2.88,0,86.38,K,4500,0.69,0.72,-0.771,4.94086,18h46m35.43s,281.6476437,+48d16m15.43s,48.2709523,588.037,15.958
Kepler-133 b,Kepler-133,Transit,2014,Kepler,0.95 m Kepler Telescope,8.129976,0.083,1.76,3.75,3.78,0,86.24,G,5736,1.43,1.02,0.41,0.33482,19h49m06.69s,297.2778906,+48d19m13.28s,48.3203542,653.6,12.896
Kepler-133 c,Kepler-133,Transit,2014,Kepler,0.95 m Kepler Telescope,31.517586,0.204,2.84,8.45,2.03,0,88.8,G,5736,1.43,1.02,0.41,0.33482,19h49m06.69s,297.2778906,+48d19m13.28s,48.3203542,653.6,12.896
Kepler-1330 b,Kepler-1330,Transit,2016,Kepler,0.95 m Kepler Telescope,10.10769068,0.0889,1.65,3.36,4.11,0,89.57,G,5608,0.94,0.97,0.426,1.54105,19h22m18.41s,290.5767116,+39d57m24.81s,39.9568913,1720.48,15.076
Kepler-1331 b,Kepler-1331,Transit,2016,Kepler,0.95 m Kepler Telescope,0.78916165,0.0142,1.05,1.16,5.51,0,86.5,K,4508,0.69,0.72,-0.909,7.08786,19h48m17.71s,297.0737928,+41d13m28.06s,41.2244613,319.197,15.58
Kepler-1332 b,Kepler-1332,Transit,2016,Kepler,0.95 m Kepler Telescope,11.87456832,0.0986,1.37,2.45,5.24,0,89.41,G,5581,0.9,0.95,-0.137,9.95897,19h24m06.87s,291.0286411,+43d54m49.34s,43.9137055,528.685,13.975
Kepler-1333 b,Kepler-1333,Transit,2016,Kepler,0.95 m Kepler Telescope,109.6471842,0.4382,2.81,8.3,2.06,0,89.45,G,5628,0.92,0.94,-0.188,4.11331,19h34m06.62s,293.5275797,+41d06m41.02s,41.111394,932.446,15.421
Kepler-1334 b,Kepler-1334,Transit,2016,Kepler,0.95 m Kepler Telescope,15.64591713,0.1229,2.29,5.86,2.68,0,89.94,G,5614,0.91,0.94,0.028,2.26608,19h17m14.77s,289.311532,+51d19m15.26s,51.3209059,1223.04,15.461
Kepler-1335 b,Kepler-1335,Transit,2016,Kepler,0.95 m Kepler Telescope,6.26406846,0.0615,1.45,2.7,4.87,0,89.33,K,4903,0.74,0.77,-0.555,3.76794,18h59m21.23s,284.8384394,+42d04m13.21s,42.0703371,621.853,15.248
Kepler-1336 b,Kepler-1336,Transit,2016,Kepler,0.95 m Kepler Telescope,23.198681,0.1595,1.98,4.58,3.24,0,89,G,5512,1.3,0.94,0.421,0.2217,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.64,14.264
Kepler-1336 c,Kepler-1336,Transit,2016,Kepler,0.95 m Kepler Telescope,5.77721211,0.0631,1.71,3.57,3.92,0,87,G,5512,1.3,0.94,0.421,2.8522,19h45m06.64s,296.2776587,+46d53m59.28s,46.8998006,1126.64,14.264
Kepler-1337 b,Kepler-1337,Transit,2016,Kepler,0.95 m Kepler Telescope,24.4002549,0.1441,2.41,6.39,2.51,0,88.3,K,4523,0.67,0.7,-0.742,1.6892,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.629,16.21
Kepler-1338 b,Kepler-1338,Transit,2016,Kepler,0.95 m Kepler Telescope,0.93511806,0.0193,0.92,0.721,5.09,0,86.81,G,5909,1.05,1.04,0.247,1.79611,18h56m10.14s,284.0422701,+41d41m56.53s,41.6990348,753.26,13.699
Kepler-1339 b,Kepler-1339,Transit,2016,Kepler,0.95 m Kepler Telescope,1.34155513,0.0234,0.71,0.285,4.38,0,87.56,G,5586,0.93,0.94,0.188,0.60124,18h54m58.98s,283.7457695,+48d22m24.49s,48.373469,371.049,12.344
Kepler-134 b,Kepler-134,Transit,2014,Kepler,0.95 m Kepler Telescope,5.317429,0.06,2,4.66,3.2,0,85.86,G,5983,1.18,0.96,0.061,1.26196,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.797,12.318
Kepler-134 c,Kepler-134,Transit,2014,Kepler,0.95 m Kepler Telescope,10.105785,0.092,1.26,2.13,5.85,0,87.87,G,5983,1.18,0.96,0.061,1.26196,18h58m57.39s,284.7391156,+49d35m54.40s,49.5984448,334.797,12.318
Kepler-1340 b,Kepler-1340,Transit,2016,Kepler,0.95 m Kepler Telescope,0.66502692,0.0153,1.55,3.02,4.46,0,80.48,F,6331,1.42,1.27,0.087,1.16531,19h44m55.87s,296.2328099,+42d28m22.07s,42.4727965,981.779,15.003
Kepler-1341 b,Kepler-1341,Transit,2016,Kepler,0.95 m Kepler Telescope,132.9968322,0.4498,2.99,9.22,1.9,0,89.61,K,4662,0.72,0.79,-0.638,1.19696,18h42m02.80s,280.5116813,+44d09m33.66s,44.1593503,476.957,15.356
Kepler-1342 b,Kepler-1342,Transit,2016,Kepler,0.95 m Kepler Telescope,2.21571036,0.0313,1.66,3.39,4.07,0,82.3,G,5527,0.9,0.93,-0.261,2.72102,19h48m04.81s,297.0200549,+43d25m57.14s,43.4325382,890.724,15.726
Kepler-1343 b,Kepler-1343,Transit,2016,Kepler,0.95 m Kepler Telescope,3.35183158,0.0449,1.93,4.38,3.35,0,89.6,G,5759,0.93,0.95,0.195,3.86246,19h37m10.68s,294.294483,+50d43m31.39s,50.725385,1756.71,15.617
Kepler-1344 b,Kepler-1344,Transit,2016,Kepler,0.95 m Kepler Telescope,4.7683049,0.0568,1.84,4.04,3.56,0,89.03,G,5981,1.13,1.09,0.146,1.22394,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.959,14.192
Kepler-1345 b,Kepler-1345,Transit,2016,Kepler,0.95 m Kepler Telescope,44.6169557,0.2638,2.36,6.17,2.58,0,88.99,F,6449,1.55,1.32,0.693,0.87009,19h29m54.71s,292.4779428,+46d01m22.16s,46.022821,1355.02,13.775
Kepler-1346 b,Kepler-1346,Transit,2016,Kepler,0.95 m Kepler Telescope,3.40165668,0.044,1.58,3.12,4.35,0,81.42,F,6133,1.21,1.14,-0.008,4.71885,19h27m21.92s,291.841341,+45d10m45.07s,45.179185,843.701,14.625
Kepler-1347 b,Kepler-1347,Transit,2016,Kepler,0.95 m Kepler Telescope,14.00947528,0.104,1.03,1.08,5.43,0,89.5,K,5193,0.79,0.82,-0.388,3.08057,19h58m38.30s,299.6595903,+40d50m37.87s,40.8438526,321,13.557
Kepler-1348 b,Kepler-1348,Transit,2016,Kepler,0.95 m Kepler Telescope,27.5722742,0.1834,1.94,4.42,3.33,0,89.05,G,5911,1.04,1.04,0.204,0.98819,19h28m20.98s,292.0874126,+49d47m19.35s,49.788709,1213.82,14.871
Kepler-1349 b,Kepler-1349,Transit,2016,Kepler,0.95 m Kepler Telescope,2.12823928,0.0341,0.7,0.271,4.34,0,88.92,F,6086,1.28,1.16,0.343,0.48407,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.323,11.209
Kepler-135 b,Kepler-135,Transit,2014,Kepler,0.95 m Kepler Telescope,6.00253,0.067,1.81,3.93,3.64,0,79.39,F,6090,1.27,1.25,0.448,0.41241,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.855,12.794
Kepler-135 c,Kepler-135,Transit,2014,Kepler,0.95 m Kepler Telescope,11.448708,0.103,1.16,1.65,5.81,0,85.42,F,6090,1.27,1.25,0.448,0.41241,19h21m58.82s,290.4950939,+38d47m43.78s,38.7954956,621.855,12.794
Kepler-1350 b,Kepler-1350,Transit,2016,Kepler,0.95 m Kepler Telescope,4.4968604,0.0413,2.52,6.9,2.37,0,89.95,K,3827,0.53,0.55,-1.283,4.9823,19h13m00.15s,288.250611,+46d40m46.14s,46.6794847,340.691,16.577
Kepler-1350 c,Kepler-1350,Transit,2016,Kepler,0.95 m Kepler Telescope,1.76678906,0.0222,1.73,3.64,3.86,0,89.64,K,3827,0.53,0.55,-1.283,4.9823,19h13m00.15s,288.250611,+46d40m46.14s,46.6794847,340.691,16.577
Kepler-1351 b,Kepler-1351,Transit,2016,Kepler,0.95 m Kepler Telescope,0.91614077,0.0156,0.65,0.208,4.16,0,87.78,K,4439,0.67,0.7,-0.983,4.81851,19h34m26.02s,293.6084289,+42d11m52.35s,42.1978746,202.782,14.328
Kepler-1352 b,Kepler-1352,Transit,2016,Kepler,0.95 m Kepler Telescope,1.87788275,0.03,0.89,0.64,4.99,0,87.58,F,6118,1.16,1.11,0.263,0.71771,19h22m46.51s,290.6937988,+48d42m05.19s,48.7014417,670.829,13.338
Kepler-1353 b,Kepler-1353,Transit,2016,Kepler,0.95 m Kepler Telescope,24.7543966,0.153,1.8,3.89,3.67,0,89.01,K,4776,0.72,0.76,-0.615,3.04244,19h42m56.49s,295.7353911,+42d34m34.43s,42.5762317,593.384,15.734
Kepler-1354 b,Kepler-1354,Transit,2016,Kepler,0.95 m Kepler Telescope,76.613377,0.3521,2.97,9.11,1.91,0,88.5,F,6168,1.24,1.16,0.302,0.22525,19h24m58.83s,291.2451266,+37d45m32.43s,37.7590079,1119.45,14.59
Kepler-1355 b,Kepler-1355,Transit,2016,Kepler,0.95 m Kepler Telescope,1.28958811,0.0224,1.46,2.73,4.82,0,86.63,G,5352,0.83,0.88,-0.329,3.16032,18h54m57.94s,283.7414249,+49d04m04.74s,49.0679833,911.269,15.595
Kepler-1356 b,Kepler-1356,Transit,2016,Kepler,0.95 m Kepler Telescope,0.63400294,0.0136,1.53,2.96,4.54,0,85.82,K,5106,0.78,0.82,-0.486,6.80724,19h23m58.89s,290.9953825,+43d14m37.97s,43.2438792,845.228,15.887
Kepler-1357 b,Kepler-1357,Transit,2016,Kepler,0.95 m Kepler Telescope,3.0091324,0.041,1.28,2.18,5.71,0,89.95,G,5597,0.9,0.93,-0.146,2.16164,19h26m11.54s,291.5480665,+50d21m11.73s,50.3532584,1015.69,15.322
Kepler-1358 b,Kepler-1358,Transit,2016,Kepler,0.95 m Kepler Telescope,7.06317341,0.0656,1.12,1.46,5.71,0,88.31,K,5181,0.79,0.82,-0.413,3.96348,19h04m40.93s,286.1705469,+43d00m32.04s,43.0089,546.998,14.693
Kepler-1359 b,Kepler-1359,Transit,2016,Kepler,0.95 m Kepler Telescope,59.4970952,0.2769,2.83,8.4,2.04,0,89.71,K,4709,0.72,0.78,-0.717,2.71881,19h18m09.32s,289.538818,+41d53m34.14s,41.8928154,614.859,15.987
Kepler-136 b,Kepler-136,Transit,2014,Kepler,0.95 m Kepler Telescope,11.5789,0.106,2.05,19.8,12.6,0,89.33,F,6165,1.35,1.2,0.467,0.50562,19h45m52.15s,296.4673039,+42d35m55.67s,42.5987984,420.818,11.822
Kepler-136 c,Kepler-136,Transit,2014,Kepler,0.95 m Kepler Telescope,16.399235,0.133,1.99,4.62,3.22,0,89.82,F,6165,1.35,1.2,0.467,0.50562,19h45m52.15s,296.4673039,+42d35m55.67s,42.5987984,420.818,11.822
Kepler-1360 b,Kepler-1360,Transit,2016,Kepler,0.95 m Kepler Telescope,40.5286413,0.2866,3.4,11.5,1.61,0,89.34,F,6778,1.83,1.51,0.923,0.25729,20h01m22.57s,300.3440482,+45d37m23.46s,45.6231826,1516.27,14.007
Kepler-1361 b,Kepler-1361,Transit,2016,Kepler,0.95 m Kepler Telescope,3.57554956,0.0431,0.86,0.566,4.89,0,87.45,K,5131,0.79,0.83,-0.437,1.65693,18h54m15.69s,283.5653603,+46d54m15.22s,46.9042278,389.143,14.096
Kepler-1362 b,Kepler-1362,Transit,2016,Kepler,0.95 m Kepler Telescope,136.205626,0.4626,2.6,7.27,2.27,0,89.83,K,4857,0.74,0.8,-0.601,4.98007,19h14m09.25s,288.5385574,+40d52m37.66s,40.8771276,731.298,16.05
